Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],intel_pmu_handle_irq,RRC,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_GNB_APP,[kernel.kallsyms],__perf_event_task_sched_in,SL,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],__perf_event_task_sched_in,RRC,,
0.00%,feptx,[kernel.kallsyms],intel_pmu_handle_irq,PHY,LOW PHY,
0.00%,TASK_GNB_APP,[kernel.kallsyms],intel_pmu_handle_irq,SL,,
0.00%,thread_FH,[kernel.kallsyms],intel_bts_enable_local,PHY,LOW PHY,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],intel_pmu_handle_irq,NG,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],intel_bts_enable_local,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],intel_pmu_handle_irq,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],intel_bts_enable_local,NG,,
0.00%,feprx,[kernel.kallsyms],intel_bts_enable_local,PHY,LOW PHY,
0.00%,feprx,[kernel.kallsyms],intel_pmu_handle_irq,PHY,LOW PHY,
0.00%,thread_FH,[kernel.kallsyms],intel_pmu_handle_irq,PHY,LOW PHY,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_GNB_APP,[kernel.kallsyms],intel_bts_enable_local,SL,,
0.00%,feptx,[kernel.kallsyms],intel_bts_enable_local,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],intel_bts_enable_local,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],_raw_spin_unlock,NG,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_unlock,RRC,,
0.00%,feprx,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,
0.00%,feptx,[kernel.kallsyms],__perf_event_enable,PHY,LOW PHY,
0.00%,thread_FH,[kernel.kallsyms],__perf_event_enable,PHY,LOW PHY,
